Year,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness 10-19 years,thinness 5-9 years,Income composition of resources,Schooling,Status_Developed,Status_Developing,Life expectancy
2015,0.8312254684959748,0.2618801447688712,-1.1380875176864826,-0.3583840181205596,-0.10173939943946923,-0.9873572732031215,0.25008300068547246,-3.400606068330416,0.9428628131403408,-0.7832569267655589,-0.31791276144389996,-0.49044478004014325,0.35967852577825893,2.7290992759159822,2.6855516068960767,-0.7507811442706654,-0.6275907240817614,-0.45054465352617834,0.4505446535261784,65.0
2014,0.8964817924220759,0.27818528129607656,-1.1380875176864826,-0.3573030610987365,-0.16325107251712584,-1.0124640485203213,0.2680736897312531,-1.1068866090971723,0.9512674791522786,-0.9138544026225335,-0.31791276144389996,-0.4884075650420502,-0.2217245258637219,2.795473852954556,2.7288890703748523,-0.7653290780264485,-0.6585688859847336,-0.45054465352617834,0.4505446535261784,59.9
2013,0.872010670949788,0.2944904178232819,-1.1380875176864826,-0.35744966692960767,-0.1690119844972085,-1.0375708238375212,0.2860643787770338,-0.930446650694615,0.9302558141224342,-0.8267894187178838,-0.31791276144389996,-0.4870429556375509,0.3247896216933204,2.839723570980272,2.7722265338536283,-0.7944249455380143,-0.6895470478877059,-0.45054465352617834,0.4505446535261784,59.9
2012,0.9046388329128385,0.31894812261408984,-1.1380875176864826,-0.35505794576993954,0.04999558868109461,-1.0626775991547213,0.31005196417140796,-0.7098967026914186,1.0941468013552236,-0.6961919428609092,-0.31791276144389996,-0.4843053479223368,-0.1630885101644004,2.883973289005988,2.837232729071792,-0.8283701243015077,-0.7205252097906781,-0.45054465352617834,0.4505446535261784,59.5
2011,0.9291099543851264,0.33525325914129517,-1.1380875176864826,-0.38930194899213433,0.07099504202784747,-1.0827630194084812,0.3340395495657822,-0.6657867130907792,0.8209951559672406,-0.6526594509085843,-0.31791276144389996,-0.5277486899134388,-0.17558984857298077,2.9503478660445626,2.880570192550568,-0.8720139255688566,-0.8134596954995953,-0.45054465352617834,0.4505446535261784,59.2
2010,0.961738116348177,0.35971096393210317,-1.1380875176864826,-0.3543377027552594,-0.024152923578678778,-1.1078697947256813,0.36402403130874994,-0.7540066922920579,1.3799054457611135,-0.7397244348132341,-0.31791276144389996,-0.49266058818915304,-0.17725061669450168,2.9945975840702785,2.9239076560293435,-0.9011097930804225,-0.9063941812085125,-0.45054465352617834,0.4505446535261784,58.8
2009,0.9780521973297023,0.38416866872291117,-1.1380875176864826,-0.3653773274425357,0.056871515883128734,-1.132976570042881,0.3880116167031242,-0.8863366610939757,1.472356771892431,-0.8703219106702087,-0.31791276144389996,-0.5003571511761324,-0.22247720716584177,3.0388473020959954,2.9889138512475077,-0.9690001506074097,-0.999328666917429,-0.45054465352617834,0.4505446535261784,58.6
2008,1.026994440274278,0.40862637351371917,-1.1330408340209706,-0.3802568014135437,-0.060390918292101865,-1.158083345360081,0.41199920209749835,-0.8422266714933364,1.0143024742418134,-0.8267894187178838,-0.31791276144389996,-0.5055532713216966,-0.17992602796043072,3.0830970201217114,3.0322513147262833,-0.9738494618593374,-1.0612849907233741,-0.45054465352617834,0.4505446535261784,58.1
2007,1.0922507642003791,0.42493151004092444,-1.1355641758537267,-0.3874651320292467,-0.10294733259658333,-1.1831901206772808,0.429989891143279,-0.8863366610939757,0.34192919328677807,-0.8703219106702087,-0.31791276144389996,-0.5058058211199559,0.23577696114240626,3.127346738147427,3.0755887782050597,-1.0611370643940352,-1.1542194764322906,-0.45054465352617834,0.4505446535261784,57.5
2006,1.0922507642003791,0.4412366465681298,-1.1330408340209706,-0.3844489158028052,-0.024060005643516156,-1.2082968959944809,0.4479805801890597,-1.1068866090971723,0.6360925037046058,-1.087984370431833,-0.31791276144389996,-0.5127742746084477,-0.1823638932788918,3.171596456173143,3.1189262416838357,-1.1096301769133115,-1.247153962141208,-0.45054465352617834,0.4505446535261784,57.3
2005,1.0596226022373287,0.44938921483173244,-1.1355641758537267,-0.3920518225661553,-0.08854505264637672,-1.2334036713116807,0.45997437288624676,-1.1068866090971723,1.169788795462665,-1.087984370431833,-0.31791276144389996,-0.5304883806778836,-0.2229389512408723,3.1937213151860013,3.1622637051626112,-1.1532739781806605,-1.3091102859471524,-0.45054465352617834,0.4505446535261784,57.3
2004,1.075936683218854,0.4656943513589378,-1.1355641758537267,-0.3853523560453611,-0.16566693883135405,-1.2534890915654406,0.47196816558343385,-3.4447160579310547,1.2076097925163856,-3.3952064439050504,-0.31791276144389996,-0.5166013937177073,0.19230843691656463,3.2379710332117173,3.205601168641387,-1.2260136469595753,-1.649870066879848,-0.45054465352617834,0.4505446535261784,57.0
2003,1.0922507642003791,0.4656943513589378,-1.1380875176864826,-0.3873789540825458,-0.13481818435736312,-1.2735745118192006,0.483961958280621,-1.8567564323080403,1.220216791534293,-1.8280367336213554,-0.31791276144389996,-0.5180637433502692,-0.18627068008701397,3.2822207512374333,3.2489386321201628,-1.2648081369749964,-1.742804552588765,-0.45054465352617834,0.4505446535261784,56.7
2002,-1.2896050591023107,0.47384691962254044,-1.1380875176864826,-0.3845858042264853,0.022027290197144996,-1.2936599320729605,0.483961958280621,-2.077306380311237,0.7747694929015818,-2.04569919338298,-0.31791276144389996,-0.5188433595508792,0.15508322928235346,3.3264704692631493,-0.5864268857515036,-1.4199860970366813,-1.835739038297682,-0.45054465352617834,0.4505446535261784,56.2
2001,1.2635486145063946,0.47384691962254044,-1.1380875176864826,-0.38762671393247783,0.6051802512777689,-1.3137453523267204,0.483961958280621,-2.121416369911876,0.7915788249254577,-2.1762966692399544,-0.31791276144389996,-0.5238830769862732,-0.1758010469333083,-0.6117544350255825,-0.5430894222727278,-1.424835408288609,-1.9286735240065986,-0.45054465352617834,0.4505446535261784,55.3
2000,1.3043338169602077,0.47384691962254044,-1.1380875176864826,-0.38769886010593874,0.3979732558651189,-1.3338307725804803,0.483961958280621,-2.606626255518908,0.9596721451642164,-2.568089096810878,-0.31791276144389996,-0.5240934787777053,-0.22231318734497102,-0.5675047169998665,-0.5214206905333398,-1.434534030792464,-2.052586171618488,-0.45054465352617834,0.4505446535261784,54.8
2015,-0.7104551842581636,-0.24357908757449384,0.02012638354853386,-0.2169052925378754,-0.20896669661713652,0.9659498464750316,-0.24765939624779232,0.7016229645290389,0.03515888385104295,0.6968477996134862,-0.31791276144389996,-0.2490241933429295,-0.2269228491180956,-0.8108781661413049,-0.7814454714059952,0.6215739400248602,0.6425139139401036,-0.45054465352617834,0.4505446535261784,77.8
2014,-1.2488198566484976,-0.24357908757449384,-0.002583692946270352,-0.1861842290155025,-0.20896669661713652,0.9257790059675118,-0.24166249989919877,0.6575129749283997,-0.01526911222058475,0.6533153076611614,-0.31791276144389996,-0.20449808870746428,-0.22239745089644647,-0.8108781661413049,-0.7814454714059952,0.6167246287729325,0.6425139139401036,-0.45054465352617834,0.4505446535261784,77.5
2013,-0.6288847793505372,-0.24357908757449384,0.060499852872630336,-0.18515917371926652,-0.20896669661713652,0.8906295205234318,-0.24166249989919877,0.7016229645290389,-0.10772043835190201,0.6968477996134862,-0.31791276144389996,-0.21603485117169127,-0.22238565191092388,-0.7887533071284469,-0.7597767396666073,0.6070260062690772,0.6425139139401036,-0.45054465352617834,0.4505446535261784,77.2
2012,-0.6125706983690119,-0.24357908757449384,0.15638684251735935,-0.19403899803947822,-0.2081304352006729,0.8554800350793518,-0.24166249989919877,0.7016229645290389,-0.13713676939368494,0.6968477996134862,-0.31791276144389996,-0.22800632611125435,-0.22737413421038416,-0.7887533071284469,-0.7597767396666073,0.5730808275055836,0.6425139139401036,-0.45054465352617834,0.4505446535261784,76.9
2011,-0.5962566173874866,-0.24357908757449384,0.2144237046707481,-0.18217968375667176,-0.20636499443258305,0.8203305496352722,-0.24166249989919877,0.7016229645290389,-0.08670877332205723,0.6968477996134862,-0.31791276144389996,-0.21442616270817594,-0.22228814495534419,-0.7666284481155888,-0.7381080079272193,0.5051904699785965,0.3637104568133532,-0.45054465352617834,0.4505446535261784,76.6
2010,-0.5717854959151987,-0.23542651931089117,0.19171362817594387,-0.3725739475920631,-0.20803751726551029,0.7801597091277521,-0.24166249989919877,0.7016229645290389,-0.24219509454290922,0.6968477996134862,-0.31791276144389996,-0.49688513733969025,-0.22235556275757795,-0.7666284481155888,-0.7381080079272193,0.44214942370353694,0.11588516158957436,-0.45054465352617834,0.4505446535261784,76.2
2009,-0.5717854959151987,-0.23542651931089117,0.3204040616465012,-0.22505562814500304,-0.20896669661713652,0.7399888686202324,-0.24166249989919877,0.6575129749283997,-0.05309010927430543,0.6533153076611614,-0.31791276144389996,-0.23756852115530608,-0.1764787750928828,-0.7445035891027308,-0.7164392761878313,0.4227521786958263,0.02295067588065718,-0.45054465352617834,0.4505446535261784,76.1
2008,-1.305919140083836,-0.23542651931089117,0.2749839086568928,-0.37507921768245817,-0.20896669661713652,0.6947966730492726,-0.24166249989919877,0.7016229645290389,-0.01947144522655363,0.6968477996134862,-0.31791276144389996,-0.5009555968973693,-0.17613428996247046,-0.7223787300898727,-0.7164392761878313,0.38395768868040503,-0.03900564792528724,-0.45054465352617834,0.4505446535261784,75.3
